RDKIT_SMILES,SMILES,MHFP
O=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(F)C(=O)C(F)(C(F)(F)F)C(F)(F)F,[179891023  92927653  72810196 ... 474593309 105626007 151237944]
O=C(O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,OC(=O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[250618452 140089792  92943922 ... 240306396 168823863 151237944]
FC(=CCC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,FC(=CCC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 107567300  60964968 ...  65874932 281920279 133134902]
CCOC(=O)COC(=N)C(F)(F)C(F)(F)C(F)(F)F,CCOC(=O)COC(=N)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312  68287699  14316170 ... 129151775 281920279 151237944]
N=C(NO)C(F)(F)C(F)(F)C(F)(F)F,ONC(=N)C(F)(F)C(F)(F)C(F)(F)F,[250618452  68287699 107816900 ... 296656220 281920279  54969806]
CN(C)CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CN(C)CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 39844693   8492060  97181807 ... 194511214 166016711 151237944]
OCCOCCOCCOCCOCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCOCCOCCOCCOCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 44890065  32511046  97181807 ... 199702543 101296679  98778836]
FC1=C(F)C(F)(F)C(F)(F)C1(F)F,FC1=C(F)C(F)(F)C(F)(F)C1(F)F,[107307554 404456216 107816900 ...  65874932  62452311 151237944]
FC(F)(F)C(F)(F)C(F)(F)c1ccc2ccccc2n1,FC(F)(F)C(F)(F)C(F)(F)C1=CC=C2C=CC=CC2=N1,[170852939  39139378  57999482 ...  99595631 281920279 151237944]
FC(F)(F)C(F)(F)C(F)(F)c1nc2ccccc2o1,FC(F)(F)C(F)(F)C(F)(F)C1=NC2=CC=CC=C2O1,[  7905733 227868861  96326648 ...  56396672 112422935 151237944]
FC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 98093875 104111782  97181807 ...  53343664  79236135 151237944]
CCOC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCOC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312 104111782  14316170 ... 280063800 193393559 151237944]
OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  58849484  43796935 151237944]
CN(C)CCCN(CCCS(=O)(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CN(C)CCCN(CCCS(O)(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452   1815513  17313015 ... 136323818  62647831 101347708]
COC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[192864003 196028059 107816900 ... 145799486 101296679  69201230]
C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC(=O)O,C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC([O-])=O,[ 7935073 33988699 17313015 ...  3633108 43796935 27743636]
FC(F)(F)C(F)(CCI)OC(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)OC(F)(CCI)C(F)(F)F,[   853465  90791381 107816900 ...  54521068  23638503  24985098]
CCN(CCOCCOC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"CCN(CCOCCOC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F |lp:2:1,5:2,8:2,11:2,12:2,14:3,15:3,17:3,18:3,20:3,21:3,23:3,24:3,26:3,27:3,29:3,30:3,32:3,33:3,35:3,36:3,37:3,Sg:n:7,6,5::ht|",[ 34574211  33988699  17313015 ... 136323818 138388023  98778836]
C=C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C=C,[216993070 104111782  97181807 ... 163978547  14046279 125263420]
O=C(NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ONC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452   8492060  19506350 ... 194511214  70637815 151237944]
O=C(O)C(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,OC(=O)C(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,[149537069 278615587  95264338 ...  88808901 281920279 151237944]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  52429719 151237944]
CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[198719450  98885661  17313015 ...  11951029  42878455 151237944]
O=CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC=O,[250618452 104111782  97181807 ...  16631887  43796935 151237944]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cccs1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=CS1,[115611454  71257929  26425151 ...   7175268 160972743 151237944]
O=S(=O)(N=S(=O)(c1ccc(Br)cc1)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)N=S(=O)(C1=CC=C(Br)C=C1)C(F)(F)F,[  7393658 107055568  17313015 ... 136323818 107222071  29302852]
O=C(F)C(F)(F)C(F)(F)C(F)(F)C(=O)F,FC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)=O,[101390333 634028201 107816900 ...  18403413 281920279 106865312]
O=C(N1CCN(C(=O)C(F)(F)C(F)(F)C(F)(F)F)CC1)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(=O)N1CCN(CC1)C(=O)C(F)(F)C(F)(F)C(F)(F)F,[250618452   8492060  12560177 ... 194511214 112131879 151237944]
O=P(O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[Na+].[O-]P(=O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 90403826  71278405  42493806 ...  31057643 126736119 151237944]
O=S(=O)(F)C(F)(F)C(F)(F)OC(F)(Cl)C(F)(F)Cl,FC(F)(Cl)C(F)(Cl)OC(F)(F)C(F)(F)S(F)(=O)=O,[111000236  71013085  13956772 ...  34107840 101031895 257707054]
COC(=O)c1ccc(C(F)(F)C(F)(F)C(F)(F)F)cc1,COC(=O)C1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)F,[250618452   8255570  78177578 ... 176223008   3179815 107724166]
CCCCCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 171882282  43796935 151237944]
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1cc(NC(=O)c2ccccc2)c(Br)cc1Br,CC1=CC(=CC(C)=C1NC(=O)C1=C(Br)C=C(Br)C(NC(=O)C2=CC=CC=C2)=C1)C(F)(C(F)(F)F)C(F)(F)F,[236950080  66796534  54209721 ... 146482941 107675351  29516144]
CC(C)(C)[Si](C)(C)OCc1cc(CO[Si](C)(C)C(C)(C)C)cc(C(=NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,CC(C)(C)[Si](C)(C)OCC1=CC(=CC(CO[Si](C)(C)C(C)(C)C)=C1)C(=NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 88717077 104111782  97181807 ... 118230968 281920279  12110960]
CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944]
O=C(O)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,OC(=O)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  75884555  92943922 ...  92201024 121247463 151237944]
CN(CC1CO1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"CN(CC1CO1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F |lp:1:1,5:2,7:2,8:2,10:3,11:3,13:3,14:3,16:3,17:3,19:3,20:3,21:3,Sg:n:11,10,9:1-5:ht|",[209909902  33988699  17313015 ...  56341859  59978999  29302852]
C[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 14570871 104111782  97181807 ... 171882282  43796935 151237944]
FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)Cl,FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)Cl,[ 82153975 196028059  45231514 ... 211648350   6656535  70269816]
O=P(O)(O)OCC(CO)(CSCCC(F)(F)C(F)(F)F)CSCCC(F)(F)C(F)(F)F,"OCC(COP(O)(O)=O)(CSCCC(F)(F)C(F)(F)F)CSCCC(F)(F)C(F)(F)F |lp:0:2,4:2,6:2,7:2,8:2,10:2,14:3,15:3,17:3,18:3,19:3,21:2,25:3,26:3,28:3,29:3,30:3,Sg:n:26,25,24:9-19:ht,Sg:n:15,14,13:9-19:ht|",[207530443  40824953  95504826 ... 251072615 281920279 151237944]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCBr,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCBr,[250618452 104111782  97181807 ...  16631887 223519367 151237944]
O=C(NCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 39844693   8492060  97181807 ... 194511214  59386247 151237944]
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CO,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CO,[ 35941647 634155906 107816900 ... 413328262 128847015  46460802]
O=C1CCCC1C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)C1CCCC1=O,[250618452  96461932  97181807 ...  28297836 124409255 151237944]
O=S(=O)(O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[K+].[O-]S(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 61332433  71013085  17313015 ... 242954790 101031895 151237944]
CCN(CCCP(=O)(O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCN(CCCP(O)(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 34574211  33988699  17313015 ... 136323818 138388023 151237944]
O=C(OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  87855067 ...   8368225  99703927  64222056]
O=P(OCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(N1CCOCC1)N1CCOCC1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCOP(=O)(N1CCOCC1)N1CCOCC1,[250618452  33988699  40015806 ...  16631887  43796935  65206696]
O=C(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(=O)OC(=O)C(F)(F)C(F)(F)C(F)(F)F,[250618452 218368905  87855067 ...   8368225 281920279  64222056]
CC(C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(C(O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[192331950 104111782  97181807 ... 291378977 281920279 151237944]
O=S(=O)(N(CCO)CCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  33988699  17313015 ... 133635739 107222071  29302852]
O=S(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[Na+].[O-]S(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[174296072   9327517  14985936 ... 253630925  31600839  29302852]
FC(F)(F)C(F)(F)C(F)(F)c1ncc[nH]1,FC(F)(F)C(F)(F)C(F)(F)C1=NC=CN1,[250618452  99698024 107816900 ...   6375441  45320295 151237944]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 611624164 281920279 151237944]
N#CC(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C#N,[175312219 192604102 107816900 ... 309914363  92635079 151237944]
C=CC(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,OC(COC(=O)C=C)CC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[ 19469312  85244370 107816900 ...  88808901 168823863 151237944]
O=S(=O)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS(Cl)(=O)=O,[250618452  49018156  17313015 ... 171882282  43796935 151237944]
O=S(=O)(OO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OOS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  68095951  17313015 ... 253630925 107222071  29302852]
CC(=O)OC(C)OCC(F)(F)C(F)(F)C(F)(F)F,CC(OCC(F)(F)C(F)(F)C(F)(F)F)OC(C)=O,[ 35941647  73299756 107816900 ... 146353270  38811175  46460802]
F[C-](F)C(F)(F)C(F)(F)C(F)(F)F,[Cd++].F[C-](F)C(F)(F)C(F)(F)C(F)(F)F.F[C-](F)C(F)(F)C(F)(F)C(F)(F)F,[179276327  95906716 107816900 ... 132340624 103033591 151237944]
C=CC(=O)OCCN(C)S(=O)(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CN(CCOC(=O)C=C)S(=O)(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312  33988699   1092040 ... 291378977  31798551  81500836]
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1ccccc1/C(O)=N/C(C)(C)CS(C)=O,CC1=CC(=CC=C1NC(=O)C1=CC=CC=C1\C(O)=N\C(C)(C)CS(C)=O)C(F)(C(F)(F)F)C(F)(F)F,[220695665  49018156  17313015 ... 133089902 111393351  29516144]
O=c1[nH]c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2[nH]1,FC(F)(F)C(F)(C1=CC=C2NC(=O)NC2=C1)C(F)(F)F,[  9818374  40626309  32974906 ... 346928605 116720823 261466434]
CC(C)=C(C(C(=O)C(F)(F)C(F)(F)C(F)(F)F)=P(c1ccccc1)(c1ccccc1)c1ccccc1)C(F)(F)C(F)(F)C(F)(F)F,CC(C)=C(C(C(=O)C(F)(F)C(F)(F)C(F)(F)F)=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C(F)(F)C(F)(F)C(F)(F)F,[ 28211196  52023024  63439982 ... 215679073  36551319   1185554]
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1N,CC1=CC(=CC(C)=C1N)C(F)(C(F)(F)F)C(F)(F)F,[343908383  79512453 232751249 ... 581763526 416718343 233420030]
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,[250618452  21086568  87855067 ...  37687752  68472071 151237944]
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,[ 78558515 115150703 107816900 ...  52063218  43796935 145874996]
OC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F,[Li+].[O-]C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F,[   853465  56147394 107816900 ... 186412826 101296679 147560248]
CC(C)(CS(=O)(=O)O)NC(=O)CCSCCC(F)(F)F,"[Na+].CC(C)(CS([O-])(=O)=O)NC(=O)CCSCCC(F)(F)F |lp:6:3,7:2,8:2,9:1,11:2,14:2,18:3,19:3,20:3,Sg:n:17,18,19:2-14:ht|",[146941168  49018156  17313015 ... 162477053 379391687  15322286]
O=C(Nc1cccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c1)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(=O)NC1=CC(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)=CC=C1,[250618452   8492060 107816900 ...  54552999 100272231 151237944]
O=C(O)C(F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,OC(=O)C(F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,[250618452 411855570  92943922 ... 244759987  68472071 151237944]
O=C(Nc1ncn[nH]1)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(=O)NC1=NC=NN1,[250618452   8492060  22418775 ...  54552999 100272231 151237944]
FC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,[   853465 398765097 107816900 ... 353831813 101296679 151237944]
CCCCS(=O)(=O)c1c(C(F)(C(F)(F)F)C(F)(F)F)ccc(C(=O)O)c1C,CCCCS(=O)(=O)C1=C(C)C(=CC=C1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,[ 31840531  49018156  17313015 ...  63751395 266170263 233420030]
O=C(OCCCCCCCCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(=O)OCCCCCCCCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312 339822101  87855067 ... 200578621 114499767 151237944]
CCN(CCOCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"CCN(CCOCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F |lp:2:1,5:2,8:2,10:2,11:2,13:3,14:3,16:3,17:3,19:3,20:3,22:3,23:3,25:3,26:3,28:3,29:3,30:3,Sg:n:7,6,5::ht|",[ 34574211  32511046  17313015 ... 136323818 138388023  98778836]
OCCCC(F)(F)C(F)(F)C(F)(F)F,OCCCC(F)(F)C(F)(F)C(F)(F)F,[127781979 110164953 107816900 ...  16631887 281920279  10360726]
CCc1c(C(=O)O)ccc(C(F)(C(F)(F)F)C(F)(F)F)c1S(=O)(=O)C(C)(C)C,CCC1=C(C(=CC=C1C(O)=O)C(F)(C(F)(F)F)C(F)(F)F)S(=O)(=O)C(C)(C)C,[ 52793636  34348060  17313015 ... 125712204 363505463  11852866]
N=C(NN)C(F)(F)C(F)(F)C(F)(F)F,NNC(=N)C(F)(F)C(F)(F)C(F)(F)F,[179526426  68287699 107816900 ...  44328398 281920279  54969806]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,[187774998  96266790  33612732 ... 139832924  21348103 124993638]
C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,FC(F)(C=C)C(F)(F)C(F)(F)C(F)(F)C=C,[104828107 989775528 107816900 ... 203154325  14046279 151237944]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCc1ccc(P(c2ccccc2)c2ccccc2)cc1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,[250618452 104111782  97181807 ... 154732742  43796935  93860188]
C=CC(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CN(CCOC(=O)C=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312  33988699  17313015 ... 136323818 138388023  81500836]
FC(F)(F)C(F)(F)C(F)(F)c1cc(Br)ccn1,FC(F)(F)C(F)(F)C(F)(F)C1=CC(Br)=CC=N1,[250618452  94260738  84382633 ...  17799215 111883495  75798010]
O=C(O)C1CCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC1,OC(=O)C1CCC(CC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  58869667  97181807 ... 291378977 281920279 130071328]
CO[Si](CCCOC(F)(C(F)(F)F)C(F)(F)F)(OC)OC,CO[Si](CCCOC(F)(C(F)(F)F)C(F)(F)F)(OC)OC,[   853465 384086492 232751249 ... 353831813 333262167 181442098]
CCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  43796935 151237944]
CC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  20521944 124409255 151237944]
N#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C#N,[175312219 104111782  97181807 ... 292858329  92635079  37027116]
